"Register D"	"Number of instructions executed"
138546	1581665593
1863340	1581671238
14708641	1581724224
4722869	1582129821
15166722	1582261305
10042424	1582677682
16302519	1582953394
16515361	1583402741
2417515	1583857940
6670451	1583926137
310344	1584109281
11735435	1584119637
6152299	1584441822
1445808	1584610742
12899780	1584652269
15146512	1585008208
3436971	1585424032
8109441	1585520215
1493521	1585742860
9042778	1585785696
12056084	1586033961
5892863	1586364945
5342522	1586526739
5430022	1586673434
15271718	1586824329
3745028	1587243590
3357212	1587346437
5902991	1587438637
15783848	1587602517
3885266	1588037626
10938119	1588144316
6454081	1588446411
1499031	1588625418
13469689	1588668401
2093625	1589038186
1368210	1589095694
9124413	1589135086
5436938	1589385598
12894709	1589536682
16061311	1589892481
1437583	1590333414
2412059	1590372911
2667862	1590440961
3358226	1590516032
9011765	1590608260
15389860	1590855678
10077913	1591279972
7915940	1591556650
14616384	1591775781
11368260	1592177052
1036954	1592489157
14413365	1592517657
6188790	1592913349
9076021	1593085069
11848157	1593336050
3173071	1593663121
4104306	1593752059
1654059	1593866561
1105593	1593912008
9748420	1593944190
2530842	1594213623
10836265	1594284935
3422419	1594582438
2461512	1594678222
14337126	1594745831
14428287	1595141229
11929268	1595539133
14750063	1595868437
264337	1596273376
3406626	1596282472
5327354	1596376023
5731818	1596522298
3158280	1596679675
6209724	1596768214
10580393	1596940508
14589439	1597230983
14643607	1597633304
12941331	1598035317
1166200	1598390605
5282550	1598422654
10281255	1598569496
14935837	1598853559
638839	1599263594
2331295	1599281167
502256	1599345199
14513950	1599359020
8872536	1599757477
9607687	1600001073
5606720	1600266649
3416172	1600420596
15771787	1600516212
381812	1600950992
15806062	1600961509
8884707	1601395435
14596879	1601639360
10564981	1602041891
4274631	1602331946
13586209	1602449325
13072015	1602822316
12484880	1603181188
9782910	1603525745
12129783	1603794331
13690581	1604127338
10354400	1604504984
14642701	1604789250
10398506	1605191242
6548454	1605478525
12194310	1605658316
12023645	1605994900
9659619	1606324995
15880590	1606590193
11370084	1607027962
9662473	1607340116
15651724	1607605398
5317124	1608036881
12801017	1608182883
3495543	1608534314
11973410	1608630308
1392926	1608960823
2995130	1608999102
7163576	1609081355
7003605	1609278037
10442173	1609472122
10323305	1609758803
8632839	1610042222
4574640	1610279238
4529228	1610404849
338423	1610529221
16522765	1610538548
3931108	1610993950
543800	1611101893
15212823	1611118661
14713585	1611538104
13966944	1611943834
10957333	1612327276
15506174	1612628104
6332659	1613055590
11432756	1613231258
6554972	1613546933
712168	1613728712
10168262	1613750093
16040298	1614029256
8500862	1614471407
2501259	1614704797
15293944	1614775297
13028160	1615195160
16214752	1615554627
5790391	1615999767
7472594	1616160553
5668868	1616367518
1727593	1616524972
6853136	1616574234
9894613	1616764196
4449046	1617037640
15125358	1617159807
16199466	1617576842
1775378	1618021569
8975870	1618070348
12913386	1618318571
5613999	1618673089
15725733	1618827232
10682360	1619258946
3285264	1619554013
490138	1619646038
9630533	1619659530
10214315	1619925729
5467837	1620206152
6905270	1620356284
346202	1620545875
2708365	1620555419
9275669	1620629804
3891967	1620884467
7465064	1620991339
14396635	1621196295
13932822	1621591525
577786	1621975828
16285537	1621993520
11094413	1622442405
10363739	1622746992
9479553	1623033323
15509483	1623295378
16542255	1623722955
134614	1624178889
12150856	1624184422
8858643	1624518010
11707554	1624761228
14105627	1625084442
11150394	1625471692
13914763	1625779618
5816730	1626163424
13510874	1626324931
6440027	1626697649
2927174	1626876271
10576027	1626958461
4350764	1627248817
5266960	1627370088
10373945	1627516510
11259747	1627803121
15035753	1628112244
9166535	1628525023
5470540	1628776683
9190150	1628926892
2205124	1629181009
12694228	1629241576
11042377	1629590074
798108	1629895032
11133640	1629918779
14060301	1630224437
978631	1630612240
5698824	1630640936
15141954	1630799209
16206047	1631214907
10691026	1631659809
2560080	1631953322
14307341	1632023640
4871120	1632418226
16081668	1632553777
4255102	1632995270
5137802	1633113909
13982464	1633256782
5060874	1633640651
4503262	1633779618
12350615	1633905068
2838536	1634245936
8457377	1634323898
6191882	1634556098
492566	1634727909
8483763	1634741471
10424655	1634974392
2498715	1635260597
13043694	1635331027
14882214	1635689122
7433248	1636097687
14443495	1636301775
7874831	1636700092
595793	1636918103
11080933	1636934500
9523094	1637238716
12701844	1637500169
12696375	1637848877
4552675	1638197438
11277999	1638322447
4120882	1638633873
12245348	1638748830
6978470	1639086807
645038	1639280206
7285196	1639297947
9810538	1639497968
7931271	1639767310
15727669	1639985069
4370800	1640416839
7059578	1640538656
11313023	1640732482
15664803	1641044867
13025108	1641474915
3702960	1641834298
4209059	1641937782
2118517	1642055161
1103349	1642115154
2116279	1642147273
12159706	1642207203
16592891	1642541029
1638231	1642996550
10013999	1643043355
2526613	1643320082
10684097	1643391275
795978	1643684599
5978730	1643708290
16608401	1643872450
9333518	1644328398
13307362	1644586449
12376004	1644951782
9377834	1645293343
4867323	1645550813
1981470	1645686259
16757835	1645742493
16577338	1646202543
13695592	1646659436
7103997	1647037222
2260691	1647234065
2372696	1647297957
6263251	1647364929
6864167	1647536894
5192541	1647727157
9055759	1647869736
5455476	1648120164
8783707	1648269960
14169917	1648512919
1662073	1648903732
11818090	1648949396
4731641	1649275648
14831520	1649407370
4513816	1649816341
6979263	1649942085
746484	1650135505
14954368	1650156032
11207022	1650568377
4764700	1650876058
6389227	1651008690
16724305	1651184113
9484417	1651643246
16047014	1651905434
9806012	1652347767
14116635	1652616983
15898957	1653004534
3297625	1653442807
15388917	1653535168
12808760	1653959434
11767883	1654311082
5252466	1654634156
6424526	1654780179
14876026	1654958374
6161796	1655368563
13058654	1655539548
15714201	1655898056
7352719	1656329455
3099457	1656533130
6427435	1656618253
15390029	1656796532
13298013	1657220833
14202785	1657587706
51557	1657979415
3417259	1657982666
8580060	1658078310
11117608	1658315669
8138335	1658620893
13239434	1658846135
7930555	1659211405
6599910	1659429143
5472029	1659612147
12048415	1659762398
4133090	1660093172
12065131	1660206666
8942677	1660539701
11942118	1660787021
303559	1661116675
5510453	1661126842
12411427	1661279949
13060458	1661620691
1191564	1661979248
3811539	1662013796
11234362	1662120262
9770643	1662428692
10397206	1662696942
13281229	1662984190
4745279	1663350601
15388248	1663482701
1592799	1663906953
16512165	1663952512
11473148	1664405814
10950825	1664720796
13349936	1665021442
4549821	1665387944
11224170	1665512876
12450107	1665821026
10849361	1666162825
16724134	1666460685
5627223	1666919811
2409905	1667074318
6927735	1667142305
1310597	1667332512
7494551	1667368523
13148937	1667576090
2992889	1667938875
487076	1668021065
10710487	1668034473
6302939	1668328518
5803928	1668503374
9693202	1668664531
6019375	1668930653
546391	1669095926
15657566	1669112764
14272953	1669544408
10854959	1669936243
15346054	1670234257
12460940	1670657354
10419908	1671001253
5855183	1671289117
6202735	1671449882
6480687	1671621987
8420585	1671801722
4039506	1672034706
243744	1672145631
9344729	1672152361
15612102	1672410713
10577615	1672841111
5190750	1673131509
10942291	1673274039
5508981	1673576246
14968461	1673729311
5424996	1674142041
13743916	1674292796
12586014	1674670113
2234193	1675017449
12794307	1675080620
4101675	1675431869
5244652	1675546301
9089781	1675692107
1218666	1675943459
394855	1675978749
12178152	1675991429
131213	1676325759
6189368	1676331201
7798726	1676502942
1235574	1676718853
15797757	1676754605
6703719	1677188300
8066092	1677374160
14669409	1677595622
16257422	1677998342
11720870	1678446457
13318907	1678770035
3069540	1679135683
5614839	1679221779
14021672	1679375943
2705043	1679760883
11702178	1679835177
2032366	1680158244
137681	1680214072
12663637	1680219689
14019869	1680567354
769011	1680952245
2114245	1680973388
4030876	1681033262
12258188	1681143949
5945280	1681480484
1623240	1681645519
16084271	1681691911
8522409	1682133474
14113542	1682369258
7103954	1682756725
5340386	1682953568
15423741	1683100200
11079192	1683523626
10277065	1683827800
10429786	1684111744
3919520	1684398089
12929959	1684505717
15249647	1684860690
10743376	1685281134
11099215	1685576082
7928572	1685880802
14895409	1686100276
1656773	1686509205
7177185	1686554722
15382381	1686751775
1450511	1687175866
12482892	1687217526
16307242	1687562027
5692197	1688011507
8633055	1688169598
6271928	1688406614
9821432	1688578817
10202603	1688848453
12191295	1689128554
11298092	1689465054
7010768	1689777033
2577498	1689971314
7054447	1690042108
9892218	1690235794
15825172	1690509175
1763560	1690943626
15948905	1690993868
4310104	1691431714
16597399	1691550066
6496237	1692005713
12184799	1692184076
13011052	1692518588
4494009	1692877586
11025044	1693002784
1573065	1693307266
9974750	1693352286
8881928	1693627935
4596948	1693871790
6049453	1693999816
2445204	1694167714
4947658	1694234875
2141733	1694370727
5567432	1694431357
14303802	1694586018
5564489	1694980506
2676506	1695135090
12580656	1695210399
12718628	1695555782
5330031	1695906758
16511692	1696053110
12360751	1696506398
15874872	1696847546
8076956	1697285161
7384331	1697506917
5177873	1697711460
10810	1697853640
3764691	1697855778
4337701	1697959157
2477296	1698080071
8650995	1698148107
13693600	1698387419
12354141	1698765149
14781272	1699106115
8751430	1699511908
2196362	1699752179
16214900	1699812508
2321004	1700257655
5199999	1700321407
10993674	1700464189
8955403	1700766011
8327434	1701013681
11964636	1701242318
1373729	1701572588
16135552	1701612134
13445962	1702056903
2906880	1702426044
10767058	1702507681
12681927	1702805079
15256418	1703153241
12508700	1703573874
4757399	1703919082
4131543	1704051511
7508356	1704164963
16571366	1704372908
13942996	1704829633
9224387	1705214209
15841576	1705469257
8179108	1705904156
4397008	1706130511
5026896	1706251250
6440051	1706391078
10572302	1706569700
12903255	1706859958
10843351	1707215995
4866752	1707513687
5205899	1707649119
4870797	1707792062
14136978	1707927606
14539513	1708315710
3730148	1708714860
11410201	1708819086
10475779	1709134145
7788671	1709421750
13718850	1709637388
7991406	1710014019
12646381	1710233423
5946945	1710582404
9931434	1710747488
15839285	1711020148
2352474	1711454984
12659084	1711519597
11604464	1711867136
4639316	1712185723
16771363	1712314911
15931023	1712775332
15317524	1713212688
15437449	1713633202
379778	1714057006
7677232	1714067467
4550004	1714278254
2126712	1714403193
2081294	1714463410
12803057	1714520582
13535655	1714872069
4417515	1715245466
5294817	1715366765
12013832	1715513943
15062494	1715843772
8760286	1716257279
11841892	1716497788
10749500	1716824691
8892673	1717121613
9736425	1717365762
3274274	1717634866
1522055	1717724784
7208659	1717766605
7338438	1717964519
16432840	1718165996
13147471	1718618920
7461205	1718981663
14100955	1719186514
4665023	1719573631
6706968	1719701727
15940084	1719887678
6096414	1720325279
11368751	1720492673
5883197	1720804792
6957463	1720966327
9441167	1721159152
10427407	1721420157
3615182	1721706439
6757288	1721805716
951624	1721991247
5540346	1722019208
6040022	1722173127
11809826	1722340766
15328385	1722666794
7196730	1723087602
12046061	1723285194
12075122	1723615898
9626825	1723949206
7687584	1724215300
2506412	1724426367
6945567	1724497007
7930259	1724687704
13255989	1724905435
11832357	1725271160
3762450	1725597804
14155722	1725701127
8836066	1726089742
9081454	1726334129
8524165	1726585257
1077865	1726821090
15646664	1726852516
9735940	1727283859
56618	1727552956
16094206	1727556347
8427836	1727998176
7147056	1728231363
13968253	1728427597
7091481	1728811074
5095991	1729007581
12117622	1729147507
12065291	1729481977
9295854	1729815019
2816440	1730070228
7492050	1730149373
7818992	1730356870
8724011	1730571542
5579638	1730811064
13203796	1730964269
2737392	1731326760
13103319	1731401936
902290	1731761662
14869161	1731786466
8007486	1732196466
16752058	1732418117
11549848	1732878006
14910175	1733196894
8364896	1733606222
9052736	1733835881
2181547	1734086225
10957885	1734146148
6229352	1734446990
16727826	1734618031
3057202	1735077262
14819857	1735163022
9786166	1735571678
5456388	1735840355
12955119	1735990179
16233241	1736345838
2743539	1736791489
1492776	1736866833
7454372	1736909648
9362933	1737114310
6230825	1737373159
14489339	1737544242
14716390	1737942020
15189186	1738347827
10970967	1738764813
15071409	1739066012
3362962	1739479764
2612407	1739572118
15802590	1739643864
14143509	1740077692
7245116	1740465978
3855358	1740666699
12992446	1740774362
3825294	1741132849
15506657	1741239693
8630526	1741667193
8799883	1741904139
15348308	1742147539
6501335	1742570699
3093553	1742749202
11276124	1742834164
12803898	1743145541
11867446	1743497056
2279062	1743822867
12351641	1743887263
9769874	1744228159
1163672	1744496388
8129052	1744528367
2357453	1744753357
16275088	1744818103
16076073	1745266701
6588823	1745708040
9112685	1745890743
7063644	1746140933
10156373	1746334871
113801	1746615504
15400178	1746618664
13980939	1747043238
7512133	1747427065
7523408	1747635115
13155245	1747843473
9113981	1748206426
15833897	1748456651
3233865	1748891340
8592382	1748980152
13414622	1749216055
3482905	1749586127
9783103	1749681778
6217795	1749950371
5612942	1750122889
15696654	1750277004
7067482	1750707927
3762566	1750901970
775526	1751005293
6500312	1751026618
13895072	1751205093
12976836	1751588360
14606955	1751946420
4771192	1752349224
3731408	1752482031
8712762	1752586292
8408455	1752827298
12110741	1753059953
8814229	1753394234
5989898	1753638026
4932925	1753802494
5945661	1753937947
4983745	1754102996
15579381	1754241641
8729526	1754669337
11599284	1754909006
4565356	1755229245
10105916	1755354604
5120017	1755633858
5274600	1755776248
3178550	1755922873
15150781	1756011965
16613714	1756427901
1338318	1756883996
16097060	1756922569
8198970	1757364482
915664	1757589591
15780951	1757614759
6911132	1758049791
15672971	1758239543
5402284	1758669815
1489971	1758819947
6232130	1758862685
9349299	1759033803
6665590	1759292281
728454	1759475292
12371264	1759495329
14503004	1759836764
7096671	1760234920
8533853	1760431567
6188263	1760667666
9539302	1760839372
7296523	1761101266
14946908	1761301602
8632013	1761713744
11021054	1761950732
10162071	1762255102
13634773	1762534097
11251030	1762910217
16113824	1763219102
11568231	1763661470
11934468	1763980862
4313484	1764310313
15869400	1764428756
16037526	1764866217
1013455	1765308291
